Date;Value_date;Reference;Recipient/Sender;IBAN;Amount;Balance;Transaction_Type;Category
2024-03-31;2024-03-31;PO3955;Sierra Industries;DE3390620094997185945;-3530.83;2533.97;Transfer;Administrative Expenses
2024-04-02;2024-04-02;PO2442;Sapphire Ventures;DE7225561338774758243;-3734.36;-1200.39;Withdrawal;Marketing
2024-04-02;2024-04-02;REF4046;Ethan Moore;DE5143222138124291040;-284.51;-1484.9;Transfer;Cost of Goods Sold
2024-04-02;2024-04-02;PO3712;Sapphire Ventures;DE7225561338774758243;-2795.38;-4280.28;Transfer;Marketing
2024-04-02;2024-04-03;REF9056;Ethan Moore;DE5143222138124291040;938.11;-3342.17;Payment;Revenue
2024-04-03;2024-04-03;INV8498;Cobalt Solutions;DE3145917995920697483;564.39;-2777.78;Transfer;Revenue
2024-04-04;2024-04-04;INV4844;Crystal Ventures;DE5383706197956849164;9933.72;7155.94;Transfer;Cost of Goods Sold
2024-04-04;2024-04-04;TAX6718;Federal Tax Authority;DE6618241879776128855;-4820.07;2335.87;Transfer;Interest Expense
2024-04-04;2024-04-05;REF8827;Tom Williams;DE5617091973383039115;-771.83;1564.04;Transfer;Marketing
2024-04-04;2024-04-04;REF4183;Tom Williams;DE5617091973383039115;-770.75;793.29;Transfer;Taxes
2024-04-04;2024-04-04;PO4568;Summit Enterprises;DE9280954483357112007;-4084.79;-3291.5;Transfer;Taxes
2024-04-05;2024-04-05;TAX7227;Federal Revenue Service;DE4267818305575542483;-4580.1;-7871.6;Transfer;Taxes
2024-04-05;2024-04-06;REF1613;Jackson Jones;DE6798178739033726258;-981.47;-8853.07;Transfer;Administrative Expenses
2024-04-05;2024-04-05;INV4853;Cobalt Solutions;DE3145917995920697483;6062.6;-2790.47;Transfer;Research and Development
2024-04-06;2024-04-06;REF3690;Ethan Moore;DE5143222138124291040;372.53;-2417.94;Transfer;Cost of Goods Sold
2024-04-06;2024-04-06;REF8937;Ethan Moore;DE5143222138124291040;518.99;-1898.95;Withdrawal;Cost of Goods Sold
2024-04-06;2024-04-06;REF7993;James Smith;DE5075213287439027999;-494.26;-2393.21;Withdrawal;Interest Expense
2024-04-06;2024-04-06;INV9561;Crescent Technologies;DE1860197269680432003;1776.25;-616.96;Transfer;Marketing
2024-04-07;2024-04-07;TAX7939;Federal Revenue Service;DE4267818305575542483;-2985.6;-3602.56;Transfer;Interest Expense
2024-04-07;2024-04-08;PO3236;Silverstone Solutions;DE1005274807899939805;-1368.37;-4970.93;Withdrawal;Research and Development
2024-04-08;2024-04-08;PO4033;Synergy Technologies;DE7626146788286948833;-8086.51;-13057.44;Payment;Revenue
2024-04-08;2024-04-08;REF6868;Isabella Wilson;DE1610482117117913758;448.8;-12608.64;Withdrawal;Cost of Goods Sold
2024-04-08;2024-04-08;INV3296;Charlotte Taylor;DE3318885925221042601;6334.01;-6274.63;Payment;Revenue
2024-04-08;2024-04-08;INV4613;Cobalt Solutions;DE3145917995920697483;14381.59;8106.96;Transfer;Taxes
2024-04-08;2024-04-08;INV2106;Crescent Technologies;DE1860197269680432003;8897.37;17004.33;Transfer;Research and Development
2024-04-09;2024-04-09;REF4313;Tom Williams;DE5617091973383039115;-328.22;16676.11;Transfer;Interest Expense
2024-04-10;2024-04-10;TAX2252;Federal Tax Authority;DE6618241879776128855;-1435.62;15240.49;Transfer;Taxes
2024-04-10;2024-04-10;PO5016;Synergy Technologies;DE7626146788286948833;-8495.84;6744.65;Withdrawal;Cost of Goods Sold
2024-04-11;2024-04-11;REF9571;Tom Williams;DE5617091973383039115;946.24;7690.89;Withdrawal;Taxes
2024-04-11;2024-04-11;TAX9740;Federal Revenue Service;DE4267818305575542483;-4615.13;3075.76;Transfer;Research and Development
2024-04-11;2024-04-11;INV4568;Circuit Innovations;DE2011334758886620566;14599.38;17675.14;Transfer;Interest Expense
2024-04-12;2024-04-12;REF1479;Mason Miller;DE4172431589140685843;-818.44;16856.7;Withdrawal;Interest Expense
2024-04-12;2024-04-12;INV6728;Charlotte Taylor;DE3318885925221042601;4584.81;21441.51;Transfer;Cost of Goods Sold
2024-04-12;2024-04-12;REF9094;Liam Brown;DE2287010195568088798;-947.43;20494.08;Withdrawal;Research and Development
2024-04-12;2024-04-12;REF6080;Ava Davis;DE2434045291625091977;30.77;20524.85;Payment;Revenue
2024-04-13;2024-04-13;PO2785;Summit Enterprises;DE9280954483357112007;-8447.45;12077.4;Transfer;Marketing
2024-04-13;2024-04-13;PO8279;Summit Enterprises;DE9280954483357112007;-1853.51;10223.89;Withdrawal;Marketing
2024-04-14;2024-04-14;REF4910;Ava Davis;DE2434045291625091977;-468.77;9755.12;Deposit;Revenue
2024-04-14;2024-04-14;REF2021;Ava Davis;DE2434045291625091977;-528.77;9226.35;Transfer;Taxes
2024-04-14;2024-04-14;REF5702;Tom Williams;DE5617091973383039115;292.09;9518.44;Withdrawal;Taxes
2024-04-15;2024-04-15;PO3766;Silverstone Solutions;DE1005274807899939805;-9726.77;-208.33;Transfer;Research and Development
2024-04-16;2024-04-16;PO7048;Silverstone Solutions;DE1005274807899939805;-6962.71;-7171.04;Withdrawal;Research and Development
2024-04-16;2024-04-16;REF7783;Ethan Moore;DE5143222138124291040;-909.02;-8080.06;Withdrawal;Interest Expense
2024-04-17;2024-04-17;REF4339;Olivia Johnson;DE3875075356094878438;92.85;-7987.21;Withdrawal;Interest Expense
2024-04-17;2024-04-17;TAX2684;Federal Revenue Service;DE4267818305575542483;-3266.97;-11254.18;Transfer;Research and Development
2024-04-19;2024-04-20;INV7690;Charlotte Taylor;DE3318885925221042601;3822.05;-7432.13;Transfer;Marketing
2024-04-19;2024-04-19;PO3841;Summit Enterprises;DE9280954483357112007;-6648.32;-14080.45;Transfer;Administrative Expenses
2024-04-19;2024-04-19;INV3697;Circuit Innovations;DE2011334758886620566;5690.81;-8389.64;Payment;Revenue
2024-04-20;2024-04-20;REF6383;Liam Brown;DE2287010195568088798;548.74;-7840.9;Transfer;Administrative Expenses
2024-04-20;2024-04-20;PO1034;Sierra Industries;DE3390620094997185945;-8777.94;-16618.84;Withdrawal;Cost of Goods Sold
2024-04-20;2024-04-21;INV3917;Charlotte Taylor;DE3318885925221042601;5816.08;-10802.76;Transfer;Marketing
2024-04-20;2024-04-20;PO9647;Synergy Technologies;DE7626146788286948833;-5771.68;-16574.44;Withdrawal;Administrative Expenses
2024-04-21;2024-04-22;REF2986;Ethan Moore;DE5143222138124291040;990.63;-15583.81;Transfer;Taxes
2024-04-21;2024-04-21;REF7043;Tom Williams;DE5617091973383039115;-664.42;-16248.23;Transfer;Taxes
2024-04-22;2024-04-22;PO1897;Sapphire Ventures;DE7225561338774758243;-9923.21;-26171.44;Withdrawal;Administrative Expenses
2024-04-22;2024-04-22;PO8936;Summit Enterprises;DE9280954483357112007;-9457.15;-35628.59;Withdrawal;Administrative Expenses
2024-04-23;2024-04-23;PO6947;Sierra Industries;DE3390620094997185945;-9632.41;-45261.0;Withdrawal;Taxes
2024-04-23;2024-04-23;INV9129;Cosmos Enterprises;DE4713525880837132271;2118.24;-43142.76;Transfer;Cost of Goods Sold
2024-04-23;2024-04-23;TAX8145;Federal Tax Authority;DE6618241879776128855;-3644.27;-46787.03;Transfer;Cost of Goods Sold
2024-04-24;2024-04-25;PO2059;Sapphire Ventures;DE7225561338774758243;-3566.57;-50353.6;Withdrawal;Taxes
2024-04-25;2024-04-25;TAX7608;Federal Revenue Service;DE4267818305575542483;-1262.08;-51615.68;Transfer;Administrative Expenses
2024-04-25;2024-04-25;REF8011;Jackson Jones;DE6798178739033726258;-622.43;-52238.11;Transfer;Taxes
2024-04-26;2024-04-26;REF1231;Jackson Jones;DE6798178739033726258;416.04;-51822.07;Deposit;Revenue
2024-04-26;2024-04-26;INV1431;Circuit Innovations;DE2011334758886620566;11606.46;-40215.61;Transfer;Research and Development
2024-04-27;2024-04-28;PO1339;Summit Enterprises;DE9280954483357112007;-14.27;-40229.88;Payment;Revenue
2024-04-27;2024-04-27;REF4588;Mason Miller;DE4172431589140685843;273.24;-39956.64;Withdrawal;Taxes
2024-04-27;2024-04-27;PO5263;Sierra Industries;DE3390620094997185945;-8366.09;-48322.73;Withdrawal;Research and Development
2024-04-28;2024-04-28;PO6503;Silverstone Solutions;DE1005274807899939805;-5887.2;-54209.93;Withdrawal;Taxes
2024-04-29;2024-04-29;TAX1157;Federal Tax Authority;DE6618241879776128855;-340.15;-54550.08;Transfer;Taxes
2024-04-30;2024-04-30;REF4262;Liam Brown;DE2287010195568088798;-705.29;-55255.37;Transfer;Cost of Goods Sold
2024-05-01;2024-05-01;REF2300;Liam Brown;DE2287010195568088798;-880.15;-56135.52;Withdrawal;Research and Development
2024-05-01;2024-05-01;PO1894;Synergy Technologies;DE7626146788286948833;-5783.61;-61919.13;Transfer;Cost of Goods Sold
2024-05-01;2024-05-01;REF5847;Mason Miller;DE4172431589140685843;985.38;-60933.75;Withdrawal;Cost of Goods Sold
2024-05-02;2024-05-02;INV8118;Cobalt Solutions;DE3145917995920697483;1748.64;-59185.11;Transfer;Administrative Expenses
2024-05-02;2024-05-02;PO3605;Synergy Technologies;DE7626146788286948833;-270.82;-59455.93;Withdrawal;Cost of Goods Sold
2024-05-02;2024-05-02;INV7908;Crescent Technologies;DE1860197269680432003;428.88;-59027.05;Transfer;Administrative Expenses
2024-05-03;2024-05-03;REF6118;Ethan Moore;DE5143222138124291040;819.47;-58207.58;Withdrawal;Research and Development
2024-05-03;2024-05-03;REF1797;Mason Miller;DE4172431589140685843;-898.92;-59106.5;Payment;Revenue
2024-05-03;2024-05-03;PO4937;Sierra Industries;DE3390620094997185945;-3100.81;-62207.31;Payment;Revenue
2024-05-04;2024-05-04;INV1235;Crystal Ventures;DE5383706197956849164;2592.01;-59615.3;Transfer;Administrative Expenses
2024-05-05;2024-05-05;PO1130;Synergy Technologies;DE7626146788286948833;-8455.92;-68071.22;Transfer;Administrative Expenses
2024-05-05;2024-05-05;REF6549;Jackson Jones;DE6798178739033726258;81.15;-67990.07;Transfer;Cost of Goods Sold
2024-05-05;2024-05-05;TAX7594;Federal Tax Authority;DE6618241879776128855;-4508.85;-72498.92;Transfer;Interest Expense
2024-05-05;2024-05-05;PO3950;Summit Enterprises;DE9280954483357112007;-8301.86;-80800.78;Transfer;Research and Development
2024-05-05;2024-05-05;TAX7653;Federal Revenue Service;DE4267818305575542483;-3542.57;-84343.35;Transfer;Interest Expense
2024-05-05;2024-05-05;REF6597;Ava Davis;DE2434045291625091977;-578.75;-84922.1;Withdrawal;Cost of Goods Sold
2024-05-06;2024-05-06;INV5754;Circuit Innovations;DE2011334758886620566;14181.32;-70740.78;Payment;Revenue
2024-05-06;2024-05-06;INV5390;Cobalt Solutions;DE3145917995920697483;2321.77;-68419.01;Transfer;Interest Expense
2024-05-06;2024-05-06;INV9586;Charlotte Taylor;DE3318885925221042601;7845.99;-60573.02;Transfer;Administrative Expenses
2024-05-07;2024-05-07;REF4697;Ethan Moore;DE5143222138124291040;551.39;-60021.63;Payment;Revenue
2024-05-07;2024-05-07;TAX3131;Federal Tax Authority;DE6618241879776128855;-849.89;-60871.52;Transfer;Taxes
2024-05-07;2024-05-07;REF8500;Ethan Moore;DE5143222138124291040;-633.79;-61505.31;Withdrawal;Research and Development
2024-05-07;2024-05-07;REF6530;Jackson Jones;DE6798178739033726258;142.17;-61363.14;Transfer;Research and Development
2024-05-07;2024-05-07;INV8260;Cobalt Solutions;DE3145917995920697483;12122.25;-49240.89;Transfer;Revenue
2024-05-07;2024-05-08;REF9758;Olivia Johnson;DE3875075356094878438;-767.63;-50008.52;Withdrawal;Taxes
2024-05-07;2024-05-07;REF3725;Mason Miller;DE4172431589140685843;294.0;-49714.52;Transfer;Research and Development
2024-05-08;2024-05-08;INV2998;Crescent Technologies;DE1860197269680432003;14619.23;-35095.29;Transfer;Marketing
2024-05-08;2024-05-08;PO5496;Synergy Technologies;DE7626146788286948833;-8749.55;-43844.84;Withdrawal;Interest Expense
2024-05-08;2024-05-09;TAX9123;Federal Tax Authority;DE6618241879776128855;-2090.35;-45935.19;Transfer;Marketing
2024-05-09;2024-05-09;TAX3463;Federal Revenue Service;DE4267818305575542483;-3366.53;-49301.72;Transfer;Administrative Expenses
2024-05-11;2024-05-11;INV7550;Cobalt Solutions;DE3145917995920697483;8540.28;-40761.44;Transfer;Interest Expense
2024-05-11;2024-05-11;REF6968;Tom Williams;DE5617091973383039115;-82.5;-40843.94;Withdrawal;Marketing
2024-05-12;2024-05-13;REF8220;Ethan Moore;DE5143222138124291040;253.67;-40590.27;Transfer;Taxes
2024-05-12;2024-05-12;PO3999;Synergy Technologies;DE7626146788286948833;-540.24;-41130.51;Withdrawal;Taxes
2024-05-12;2024-05-13;REF1764;Mason Miller;DE4172431589140685843;540.19;-40590.32;Withdrawal;Administrative Expenses
2024-05-13;2024-05-13;REF8944;Liam Brown;DE2287010195568088798;-638.38;-41228.7;Transfer;Administrative Expenses
2024-05-13;2024-05-13;INV2929;Charlotte Taylor;DE3318885925221042601;7063.34;-34165.36;Transfer;Marketing
2024-05-14;2024-05-15;INV3248;Crescent Technologies;DE1860197269680432003;5690.05;-28475.31;Transfer;Administrative Expenses
2024-05-14;2024-05-15;REF8031;Liam Brown;DE2287010195568088798;-603.18;-29078.49;Transfer;Interest Expense
2024-05-14;2024-05-14;PO3848;Summit Enterprises;DE9280954483357112007;-6237.17;-35315.66;Withdrawal;Marketing
2024-05-15;2024-05-15;TAX7449;Federal Tax Authority;DE6618241879776128855;-3934.43;-39250.09;Transfer;Interest Expense
2024-05-15;2024-05-15;REF9619;Ethan Moore;DE5143222138124291040;-772.7;-40022.79;Transfer;Marketing
2024-05-15;2024-05-15;TAX7937;Federal Tax Authority;DE6618241879776128855;-117.09;-40139.88;Transfer;Interest Expense
2024-05-16;2024-05-16;PO7259;Sierra Industries;DE3390620094997185945;-8699.31;-48839.19;Transfer;Research and Development
2024-05-16;2024-05-16;INV9899;Cobalt Solutions;DE3145917995920697483;7057.5;-41781.69;Transfer;Taxes
2024-05-16;2024-05-16;REF2293;Ethan Moore;DE5143222138124291040;-138.79;-41920.48;Deposit;Revenue
2024-05-17;2024-05-17;PO1647;Sapphire Ventures;DE7225561338774758243;-1272.53;-43193.01;Transfer;Taxes
2024-05-17;2024-05-17;TAX7479;Federal Tax Authority;DE6618241879776128855;-4237.36;-47430.37;Transfer;Interest Expense
2024-05-19;2024-05-19;PO2310;Sierra Industries;DE3390620094997185945;-499.38;-47929.75;Withdrawal;Research and Development
2024-05-19;2024-05-19;REF2875;Tom Williams;DE5617091973383039115;-969.49;-48899.24;Transfer;Cost of Goods Sold
2024-05-19;2024-05-19;PO2320;Synergy Technologies;DE7626146788286948833;-8617.64;-57516.88;Transfer;Marketing
2024-05-20;2024-05-20;INV2229;Circuit Innovations;DE2011334758886620566;10071.05;-47445.83;Payment;Revenue
2024-05-20;2024-05-20;TAX1378;Federal Revenue Service;DE4267818305575542483;-139.44;-47585.27;Transfer;Interest Expense
2024-05-20;2024-05-20;PO8718;Sierra Industries;DE3390620094997185945;-2637.95;-50223.22;Withdrawal;Taxes
2024-05-21;2024-05-21;REF8450;Olivia Johnson;DE3875075356094878438;859.43;-49363.79;Transfer;Administrative Expenses
2024-05-21;2024-05-21;PO5636;Silverstone Solutions;DE1005274807899939805;-204.7;-49568.49;Transfer;Administrative Expenses
2024-05-21;2024-05-21;PO7628;Sapphire Ventures;DE7225561338774758243;-6084.84;-55653.33;Transfer;Cost of Goods Sold
2024-05-21;2024-05-21;INV9561;Crescent Technologies;DE1860197269680432003;11727.47;-43925.86;Transfer;Marketing
2024-05-21;2024-05-21;REF5668;Liam Brown;DE2287010195568088798;557.94;-43367.92;Transfer;Taxes
2024-05-22;2024-05-22;PO7548;Silverstone Solutions;DE1005274807899939805;-3211.61;-46579.53;Payment;Revenue
2024-05-22;2024-05-22;PO3551;Synergy Technologies;DE7626146788286948833;-524.15;-47103.68;Transfer;Interest Expense
2024-05-22;2024-05-22;PO7914;Sapphire Ventures;DE7225561338774758243;-9257.15;-56360.83;Withdrawal;Marketing
2024-05-22;2024-05-22;REF3664;Mason Miller;DE4172431589140685843;-259.64;-56620.47;Deposit;Revenue
2024-05-22;2024-05-22;PO5603;Sapphire Ventures;DE7225561338774758243;-7250.58;-63871.05;Withdrawal;Cost of Goods Sold
2024-05-23;2024-05-24;PO3406;Sapphire Ventures;DE7225561338774758243;-3004.05;-66875.1;Withdrawal;Taxes
2024-05-23;2024-05-23;REF5635;Ethan Moore;DE5143222138124291040;805.59;-66069.51;Withdrawal;Interest Expense
2024-05-23;2024-05-23;REF4137;Mason Miller;DE4172431589140685843;-820.07;-66889.58;Withdrawal;Taxes
2024-05-23;2024-05-23;REF6302;James Smith;DE5075213287439027999;958.0;-65931.58;Withdrawal;Marketing
2024-05-23;2024-05-23;PO1539;Summit Enterprises;DE9280954483357112007;-8208.25;-74139.83;Withdrawal;Cost of Goods Sold
2024-05-24;2024-05-24;INV8911;Cobalt Solutions;DE3145917995920697483;1945.16;-72194.67;Transfer;Cost of Goods Sold
2024-05-25;2024-05-25;TAX9901;Federal Tax Authority;DE6618241879776128855;-2430.84;-74625.51;Transfer;Taxes
2024-05-25;2024-05-25;PO8878;Sapphire Ventures;DE7225561338774758243;-9281.32;-83906.83;Transfer;Interest Expense
2024-05-26;2024-05-26;INV8060;Cosmos Enterprises;DE4713525880837132271;2017.68;-81889.15;Payment;Revenue
2024-05-26;2024-05-26;PO1175;Sierra Industries;DE3390620094997185945;-387.96;-82277.11;Withdrawal;Taxes
2024-05-26;2024-05-26;PO2650;Sapphire Ventures;DE7225561338774758243;-5695.23;-87972.34;Withdrawal;Research and Development
2024-05-27;2024-05-27;TAX9899;Federal Revenue Service;DE4267818305575542483;-3139.5;-91111.84;Transfer;Taxes
2024-05-27;2024-05-27;TAX6603;Federal Revenue Service;DE4267818305575542483;-4627.46;-95739.3;Transfer;Marketing
2024-05-28;2024-05-28;REF1997;Ava Davis;DE2434045291625091977;-757.11;-96496.41;Transfer;Interest Expense
2024-05-28;2024-05-29;REF7396;Tom Williams;DE5617091973383039115;406.55;-96089.86;Transfer;Taxes
2024-05-29;2024-05-29;PO9165;Silverstone Solutions;DE1005274807899939805;-2681.81;-98771.67;Transfer;Cost of Goods Sold
2024-05-29;2024-05-29;INV7703;Cobalt Solutions;DE3145917995920697483;10097.94;-88673.73;Transfer;Interest Expense
2024-06-01;2024-06-01;TAX7113;Federal Tax Authority;DE6618241879776128855;-308.78;-88982.51;Transfer;Research and Development
2024-06-01;2024-06-01;INV8424;Crescent Technologies;DE1860197269680432003;5091.31;-83891.2;Transfer;Taxes
2024-06-01;2024-06-01;PO9022;Summit Enterprises;DE9280954483357112007;-1356.05;-85247.25;Withdrawal;Interest Expense
2024-06-02;2024-06-02;TAX7691;Federal Revenue Service;DE4267818305575542483;-3401.7;-88648.95;Transfer;Research and Development
2024-06-02;2024-06-02;TAX5989;Federal Revenue Service;DE4267818305575542483;-499.34;-89148.29;Transfer;Interest Expense
2024-06-02;2024-06-02;REF9788;James Smith;DE5075213287439027999;623.09;-88525.2;Transfer;Marketing
2024-06-03;2024-06-03;INV1227;Crystal Ventures;DE5383706197956849164;2870.12;-85655.08;Transfer;Interest Expense
2024-06-03;2024-06-03;REF7559;Mason Miller;DE4172431589140685843;-840.47;-86495.55;Withdrawal;Research and Development
2024-06-03;2024-06-03;REF2077;Ethan Moore;DE5143222138124291040;-796.34;-87291.89;Transfer;Research and Development
2024-06-03;2024-06-03;INV9524;Cosmos Enterprises;DE4713525880837132271;4056.96;-83234.93;Transfer;Marketing
2024-06-03;2024-06-03;REF7878;Liam Brown;DE2287010195568088798;277.9;-82957.03;Payment;Revenue
2024-06-04;2024-06-04;REF8558;Jackson Jones;DE6798178739033726258;-667.03;-83624.06;Withdrawal;Interest Expense
2024-06-04;2024-06-04;INV2374;Charlotte Taylor;DE3318885925221042601;12695.71;-70928.35;Transfer;Taxes
2024-06-04;2024-06-04;PO2809;Silverstone Solutions;DE1005274807899939805;-2687.46;-73615.81;Withdrawal;Marketing
2024-06-04;2024-06-04;PO3233;Silverstone Solutions;DE1005274807899939805;-6564.59;-80180.4;Withdrawal;Interest Expense
2024-06-06;2024-06-07;TAX3772;Federal Revenue Service;DE4267818305575542483;-4711.32;-84891.72;Transfer;Cost of Goods Sold
2024-06-06;2024-06-06;PO4610;Sapphire Ventures;DE7225561338774758243;-5544.73;-90436.45;Transfer;Administrative Expenses
2024-06-06;2024-06-06;REF2290;Liam Brown;DE2287010195568088798;-828.69;-91265.14;Payment;Revenue
2024-06-07;2024-06-08;TAX7421;Federal Revenue Service;DE4267818305575542483;-4368.14;-95633.28;Transfer;Administrative Expenses
2024-06-07;2024-06-07;PO8145;Synergy Technologies;DE7626146788286948833;-5784.03;-101417.31;Transfer;Cost of Goods Sold
2024-06-08;2024-06-08;TAX3523;Federal Tax Authority;DE6618241879776128855;-845.75;-102263.06;Transfer;Cost of Goods Sold
2024-06-08;2024-06-08;PO3385;Synergy Technologies;DE7626146788286948833;-8527.38;-110790.44;Withdrawal;Interest Expense
2024-06-08;2024-06-08;PO8483;Synergy Technologies;DE7626146788286948833;-9920.39;-120710.83;Transfer;Administrative Expenses
2024-06-09;2024-06-09;INV3639;Charlotte Taylor;DE3318885925221042601;2705.3;-118005.53;Transfer;Cost of Goods Sold
2024-06-09;2024-06-09;REF3500;Mason Miller;DE4172431589140685843;373.64;-117631.89;Payment;Revenue
2024-06-09;2024-06-09;PO7626;Summit Enterprises;DE9280954483357112007;-2912.11;-120544.0;Withdrawal;Marketing
2024-06-09;2024-06-09;TAX9598;Federal Revenue Service;DE4267818305575542483;-1239.11;-121783.11;Transfer;Interest Expense
2024-06-09;2024-06-10;INV9734;Charlotte Taylor;DE3318885925221042601;5141.48;-116641.63;Payment;Revenue
2024-06-10;2024-06-10;REF6483;Olivia Johnson;DE3875075356094878438;-836.38;-117478.01;Transfer;Interest Expense
2024-06-11;2024-06-11;REF7325;Isabella Wilson;DE1610482117117913758;976.83;-116501.18;Deposit;Revenue
2024-06-11;2024-06-11;INV5266;Charlotte Taylor;DE3318885925221042601;5551.39;-110949.79;Transfer;Research and Development
2024-06-12;2024-06-12;INV7108;Cobalt Solutions;DE3145917995920697483;1799.82;-109149.97;Transfer;Cost of Goods Sold
2024-06-13;2024-06-13;REF5843;Ava Davis;DE2434045291625091977;-387.01;-109536.98;Payment;Revenue
2024-06-14;2024-06-14;INV1849;Cosmos Enterprises;DE4713525880837132271;3046.37;-106490.61;Transfer;Marketing
2024-06-15;2024-06-15;PO2391;Summit Enterprises;DE9280954483357112007;-1175.41;-107666.02;Transfer;Cost of Goods Sold
2024-06-15;2024-06-15;REF6813;Olivia Johnson;DE3875075356094878438;595.66;-107070.36;Withdrawal;Marketing
2024-06-16;2024-06-16;TAX4105;Federal Tax Authority;DE6618241879776128855;-1939.1;-109009.46;Transfer;Marketing
2024-06-16;2024-06-16;REF3440;Liam Brown;DE2287010195568088798;827.51;-108181.95;Transfer;Marketing
2024-06-16;2024-06-17;REF3662;Ava Davis;DE2434045291625091977;-214.09;-108396.04;Withdrawal;Interest Expense
2024-06-16;2024-06-16;TAX2083;Federal Tax Authority;DE6618241879776128855;-3480.17;-111876.21;Transfer;Interest Expense
2024-06-17;2024-06-17;TAX2584;Federal Tax Authority;DE6618241879776128855;-4863.42;-116739.63;Transfer;Taxes
2024-06-17;2024-06-17;PO7226;Synergy Technologies;DE7626146788286948833;-468.15;-117207.78;Payment;Revenue
2024-06-17;2024-06-17;TAX5496;Federal Revenue Service;DE4267818305575542483;-4065.85;-121273.63;Transfer;Taxes
2024-06-18;2024-06-18;PO8751;Sapphire Ventures;DE7225561338774758243;-2840.59;-124114.22;Withdrawal;Taxes
2024-06-19;2024-06-19;PO1477;Summit Enterprises;DE9280954483357112007;-1687.89;-125802.11;Transfer;Administrative Expenses
2024-06-19;2024-06-19;TAX8074;Federal Tax Authority;DE6618241879776128855;-200.51;-126002.62;Transfer;Interest Expense
2024-06-19;2024-06-19;INV4362;Crystal Ventures;DE5383706197956849164;1038.47;-124964.15;Transfer;Research and Development
2024-06-20;2024-06-20;REF7824;Ethan Moore;DE5143222138124291040;860.49;-124103.66;Transfer;Taxes
2024-06-21;2024-06-21;TAX7586;Federal Revenue Service;DE4267818305575542483;-3411.25;-127514.91;Transfer;Administrative Expenses
2024-06-21;2024-06-21;PO3147;Sapphire Ventures;DE7225561338774758243;-4033.51;-131548.42;Transfer;Cost of Goods Sold
2024-06-21;2024-06-21;INV9353;Circuit Innovations;DE2011334758886620566;6411.82;-125136.6;Transfer;Administrative Expenses
2024-06-21;2024-06-21;PO9721;Silverstone Solutions;DE1005274807899939805;-5106.43;-130243.03;Payment;Revenue
2024-06-21;2024-06-21;REF5558;Isabella Wilson;DE1610482117117913758;504.02;-129739.01;Payment;Revenue
2024-06-22;2024-06-23;TAX9753;Federal Tax Authority;DE6618241879776128855;-872.21;-130611.22;Transfer;Cost of Goods Sold
2024-06-22;2024-06-22;REF7815;Isabella Wilson;DE1610482117117913758;459.23;-130151.99;Withdrawal;Research and Development
2024-06-23;2024-06-23;REF1383;James Smith;DE5075213287439027999;-944.22;-131096.21;Withdrawal;Administrative Expenses
2024-06-23;2024-06-24;PO5377;Silverstone Solutions;DE1005274807899939805;-1802.71;-132898.92;Withdrawal;Taxes
2024-06-23;2024-06-23;PO8063;Summit Enterprises;DE9280954483357112007;-2164.7;-135063.62;Withdrawal;Interest Expense
2024-06-23;2024-06-23;PO7499;Sapphire Ventures;DE7225561338774758243;-320.48;-135384.1;Withdrawal;Cost of Goods Sold
2024-06-23;2024-06-24;PO4145;Sierra Industries;DE3390620094997185945;-7736.83;-143120.93;Transfer;Cost of Goods Sold
2024-06-24;2024-06-24;TAX5325;Federal Tax Authority;DE6618241879776128855;-2523.5;-145644.43;Transfer;Taxes
2024-06-24;2024-06-24;REF3835;Liam Brown;DE2287010195568088798;325.22;-145319.21;Transfer;Interest Expense
2024-06-24;2024-06-24;REF7499;Olivia Johnson;DE3875075356094878438;-924.45;-146243.66;Withdrawal;Cost of Goods Sold
2024-06-24;2024-06-24;INV5999;Cosmos Enterprises;DE4713525880837132271;6756.42;-139487.24;Transfer;Administrative Expenses
2024-06-25;2024-06-26;INV5758;Crystal Ventures;DE5383706197956849164;640.58;-138846.66;Transfer;Administrative Expenses
2024-06-25;2024-06-25;PO9629;Silverstone Solutions;DE1005274807899939805;-1712.7;-140559.36;Withdrawal;Taxes
2024-06-26;2024-06-27;REF2453;James Smith;DE5075213287439027999;643.32;-139916.04;Withdrawal;Research and Development
2024-06-26;2024-06-26;TAX3863;Federal Revenue Service;DE4267818305575542483;-2759.74;-142675.78;Transfer;Interest Expense
2024-06-27;2024-06-27;REF3277;Mason Miller;DE4172431589140685843;634.08;-142041.7;Withdrawal;Administrative Expenses
2024-06-28;2024-06-28;PO2600;Summit Enterprises;DE9280954483357112007;-5749.36;-147791.06;Withdrawal;Research and Development
2024-06-28;2024-06-28;REF5056;Liam Brown;DE2287010195568088798;-530.76;-148321.82;Withdrawal;Interest Expense
2024-06-28;2024-06-28;REF2882;Mason Miller;DE4172431589140685843;525.21;-147796.61;Deposit;Revenue
2024-06-28;2024-06-28;REF7587;James Smith;DE5075213287439027999;-290.94;-148087.55;Transfer;Marketing
2024-06-29;2024-06-29;REF6023;Tom Williams;DE5617091973383039115;-497.19;-148584.74;Transfer;Interest Expense
2024-06-29;2024-06-29;PO7929;Silverstone Solutions;DE1005274807899939805;-7231.32;-155816.06;Transfer;Administrative Expenses
2024-06-30;2024-06-30;REF7721;Ethan Moore;DE5143222138124291040;-77.43;-155893.49;Transfer;Taxes
